sample_id,video_time,timestamp,imei,name,type,eventType,eventId,eventDateTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gravitational,speed,heading,altitude,accuracy,dbm,gpsState,pulseSpeed,brake,blinker_r,blinker_l,latitude,longitude,recordDateTime,oldestDateTime,deviceStatus,rapidAccelerator,rapidDecelerator,leftSteer,rightSteer,fluctuation,frontCollision,leftLaneDeparture,rightLaneDeparture,outgoingDelay,speedOver,drowsinessDetection,distractionDetection,objectDetectionPhone,adaptiveCruiseControlClose,adaptiveCruiseControlNear,eventReserve1,eventReserve2,eventReserve3,eventReserve4,eventReserve5,eventReserve6,eventReserve7,eventReserve8,eventReserve9,nmeaLocalTime,nmeaLocalDate,nmeaLatitude,nmeaLatitudeSector,nmeaLongitude,nmeaLongitudeSector,nmeaLocationQuality,nmeaSatellites,nmeaAltitude,nmeaPositioningMode,nmeaSatelliteNumber,nmeaPdop,nmeaHdop,nmeaVdop,nmeaDirection,nmeaGpsSpeed,vehicleInformationBack,carReserve1,carReserve2,carReserve3,carReserve4,carReserve5,carReserve6,carReserve7,carReserve8,carReserve9,carReserve10,action_label,taxi_id
13,1.2,1718588357264,,,,,,,-0.044982288,-0.036473177,0.9898221,-0.0020446777,-0.001953125,-0.00093078613,0.058798715,0.0,0.0,28.83099365234375,25,-94,2,0.0,0,0,0,33.5896024,130.404761,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13828.0,170624,33.589504716666674,1,130.40530461666668,1,0,0,0.0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.6,1.2,1.0,319.6,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
14,1.21,1718588357274,,,,,,,-0.04107261,-0.020350242,0.9929984,-0.004699707,0.0023040771,-0.0014648438,0.046369325,0.0,0.0,28.83099365234375,25,-94,2,0.0,0,0,0,33.5896024,130.404761,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13828.0,170624,33.589504716666674,1,130.40530461666668,1,0,0,0.0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.6,1.2,1.0,319.6,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
15,1.41,1718588357474,,,,,,,-0.05793046,-0.030122096,1.0081451,0.00062561035,-0.0040893555,0.0006713867,0.065799855,0.0,0.0,28.83099365234375,25,-94,2,0.0,0,0,0,33.5896024,130.404761,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13828.0,170624,33.589504716666674,1,130.40530461666668,1,0,0,0.0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.6,1.2,1.0,319.6,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
16,2.02,1718588358084,,,,,,,-0.037653398,-0.026701324,0.9956858,0.0027618408,-0.0024871826,-0.0004119873,0.046361096,0.0,0.0,28.88824462890625,25,-94,2,0.0,0,1,1,33.58960391,130.40476016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13828.0,170624,33.589504716666674,1,130.40530461666668,1,0,0,0.0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.6,1.2,1.0,319.6,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
17,8.589,1718588364653,,,,,,,-0.061349675,-0.02425836,0.9976399,0.0016937256,-0.007827759,0.0001373291,0.06601379,0.0,0.0,28.2938232421875,23,-90,2,0.0,0,1,1,33.58960878,130.40475821,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13925.0,170624,33.589608783333325,1,130.40475821666666,1,1,8,0.9,3,"[72, 76, 77, 86, 87, 0, 0, 0, 0, 0, 0, 0]",1.5,1.2,1.0,319.6,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
18,9.53,1718588365594,,,,,,,-0.031300757,-0.032565057,0.99495244,0.0022277832,0.005493164,-0.00039672852,0.045449954,0.0,0.0,28.7716064453125,22,-90,2,0.0,0,0,0,33.58960878,130.4047581,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13926.0,170624,33.589608783333325,1,130.40475809999998,1,1,8,1.4,3,"[72, 76, 77, 86, 87, 0, 0, 0, 0, 0, 0, 0]",1.5,1.2,1.0,319.6,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
19,10.149,1718588366213,,,,,,,-0.04937931,-0.014242056,1.0115658,0.0076293945,-0.004272461,0.0017089844,0.052677523,0.0,0.0,28.92724609375,21,-90,2,0.0,0,0,0,33.58960881,130.40475832,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13927.0,170624,33.58960881666666,1,130.40475831666663,1,1,8,1.5,3,"[72, 76, 77, 86, 87, 0, 0, 0, 0, 0, 0, 0]",1.5,1.2,1.0,319.6,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
20,10.729,1718588366793,,,,,,,-0.06110678,-0.026456872,0.9995939,0.0022888184,0.0005187988,0.0011749268,0.06658956,0.0,0.0,28.92724609375,21,-90,2,0.0,0,1,1,33.58960881,130.40475832,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13927.0,170624,33.58960881666666,1,130.40475831666663,1,1,8,1.5,3,"[72, 76, 77, 86, 87, 0, 0, 0, 0, 0, 0, 0]",1.5,1.2,1.0,319.6,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
21,341717.806,1718930073870,352176111060960.0,EVT_352176111060960_20240621093434.gz,EVT,11.0,df3a53e5-487d-4ba7-ac94-0f7f602fade7,20240621093434.0,0.21813528,0.08176998,1.0694667,-0.009384155,0.018188477,0.25205994,0.24309455,22.0,214.0,33.10589599609375,3,-103,2,38.854000091552734,1,0,0,33.60252268,130.40398466,20240621093434.0,20240614194104.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435.0,210624,33.60252268333334,1,130.40398466666664,1,1,12,5.7,3,"[2, 3, 6, 7, 14, 17, 19, 21, 22, 30, 66, 67]",0.9,0.5,0.7,214.8,22.9,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
22,1952100.732,1720540456796,,,,,,,-0.060128972,0.1032693,1.0484563,0.099624634,0.020477295,0.0042877197,0.12894982,47.0,350.0,42.34613037109375,3,-65,2,50.62794494628906,0,0,0,33.58525883,130.4118753,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155417.0,90724,33.585258833333334,1,130.41187530000002,1,1,12,14.9,3,"[4, 16, 26, 27, 28, 29, 31, 32, 69, 78, 79, 80]",0.9,0.6,0.7,350.5,47.9,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
23,1952101.322,1720540457386,,,,,,,-0.057197105,-0.118071884,0.9778517,0.06340027,-0.031723022,-0.046325684,0.13305272,47.0,350.0,42.34613037109375,3,-65,2,50.62794494628906,0,0,0,33.58525883,130.4118753,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155417.0,90724,33.585258833333334,1,130.41187530000002,1,1,12,14.9,3,"[4, 16, 26, 27, 28, 29, 31, 32, 69, 78, 79, 80]",0.9,0.6,0.7,350.5,47.9,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111060960
24,2338776.215,1725810892246,,,,,,,-0.09441298,0.023034543,0.97207206,-0.05204773,0.052749634,-0.017150879,0.10111563,45.0,314.0,55.80596923828125,3,-78,2,44.740970611572266,0,0,0,33.54824477,130.43604862,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155453.0,80924,33.54824476666667,1,130.43604861666665,1,1,12,28.3,3,"[2, 7, 8, 9, 10, 16, 21, 26, 27, 30, 77, 78]",0.7,0.5,0.5,314.3,45.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
25,2402571.102,1725874687133,,,,,,,-0.21363394,-0.03462188,1.0101848,0.01550293,0.02330017,-0.024414062,0.21666072,0.0,0.0,40.54437255859375,3,-88,2,7.299842834472656,0,0,0,33.60188399,130.44434918,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93807.0,90924,33.601885066666675,1,130.44434875,1,0,0,0.0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,62.5,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
26,2405093.632,1725877209663,,,,,,,0.03677991,-0.038041096,0.97769135,0.06549072,-0.12472534,0.016448975,0.05742441,33.0,67.0,38.07122802734375,3,-96,2,35.086341857910156,0,0,0,33.58303948,130.39534744,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102010.0,90924,33.58303948333334,1,130.39534743333334,1,1,12,10.7,3,"[3, 16, 25, 26, 28, 29, 31, 32, 66, 67, 76, 77]",0.9,0.6,0.7,67.2,33.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
27,2553297.773,1726025413804,352176111061927.0,EVT_352176111061927_20240911123014.gz,EVT,9.0,ad3f3765-10a1-4ce9-9ba7-f132201f3f6f,20240911123014.0,-0.27031255,-0.11182201,1.0600219,0.026931763,0.085113525,-0.042922974,0.29862294,5.0,95.0,45.87835693359375,3,-70,2,7.770801067352295,0,0,0,33.58915553,130.41676781,20240911123014.0,20240822191418.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33014.0,110924,33.58915553333333,1,130.41676781666666,1,1,12,18.4,3,"[5, 11, 13, 15, 18, 20, 23, 24, 29, 65, 66, 72]",0.8,0.5,0.6,95.6,5.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
28,2675317.049,1726147433080,,,,,,,0.23711069,0.015950106,1.382996,0.18914795,-0.5672302,-0.0047302246,0.45073467,24.0,166.0,70.070556640625,3,-94,2,26.138147354125977,0,0,0,33.6449466,130.46226766,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132353.0,120924,33.6449466,1,130.46226766666663,1,1,12,42.6,3,"[4, 8, 9, 16, 26, 27, 28, 31, 71, 72, 73, 74]",0.8,0.5,0.6,166.1,24.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
29,2675564.09,1726147680121,,,,,,,-0.178942,-0.07224414,0.96498764,-0.03878784,0.19960022,-0.08055115,0.19612578,35.0,248.0,53.6795654296875,3,-90,2,35.79277801513672,1,0,0,33.63926485,130.45353996,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132800.0,120924,33.63926485000001,1,130.45353996666668,1,1,12,26.2,3,"[4, 8, 9, 16, 18, 26, 27, 28, 31, 71, 72, 73]",0.8,0.5,0.6,248.9,35.4,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
30,2781217.941,1726253333972,,,,,,,-0.32796898,0.024012351,0.94886315,-0.0004272461,0.0030059814,-0.00016784668,0.33279908,0.0,232.0,39.4669189453125,3,-83,2,1.1773940324783323,1,0,0,33.59194784,130.41042738,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184854.0,130924,33.591947833333336,1,130.4104273833333,1,1,12,12.0,3,"[2, 3, 6, 8, 14, 17, 19, 21, 22, 30, 71, 76]",0.7,0.5,0.6,232.5,0.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
31,2781561.751,1726253677782,,,,,,,-0.23317765,0.03036499,0.9864869,-0.008514404,0.010482788,0.00047302246,0.2355344,63.0,232.0,41.467529296875,3,-75,2,65.22763061523438,0,0,0,33.59303774,130.41262292,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185438.0,130924,33.59303773333333,1,130.41262291666663,1,1,12,14.0,3,"[2, 3, 6, 8, 14, 17, 19, 21, 22, 30, 71, 76]",0.8,0.5,0.6,232.9,63.2,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
32,2955419.892,1726427535923,352176111061927.0,EVT_352176111061927_20240916041216.gz,EVT,11.0,22abc1ff-c7ba-4594-8486-021696096fa7,20240916041216.0,0.05265995,-0.12721315,1.19488,0.023971558,0.08383179,-0.1327362,0.23860942,22.0,165.0,38.6031494140625,3,-102,2,29.199373245239254,1,1,0,33.58198469,130.42094739,20240916041216.0,20240912031544.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191217.0,150924,33.58198468333334,1,130.42094738333333,1,1,12,11.2,3,"[3, 6, 14, 17, 19, 21, 22, 66, 79, 81, 13, 15]",1.0,0.6,0.7,165.5,22.9,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
33,3190090.67,1726662206701,,,,,,,-0.13057008,0.08166878,0.9703624,-0.0046539307,0.1184082,-0.0045318604,0.15683341,45.0,55.0,51.6290283203125,3,-84,2,48.27315139770508,1,0,0,33.59330381,130.41268987,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122327.0,180924,33.59330381666667,1,130.41268986666665,1,1,12,24.2,3,"[8, 16, 18, 26, 27, 28, 31, 68, 69, 78, 79, 81]",0.9,0.5,0.7,55.5,45.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
34,3190092.897,1726662208928,,,,,,,-0.00084234745,0.19356085,0.9434883,-0.08935547,-0.12182617,0.17176819,0.20164347,37.0,55.0,52.2991943359375,3,-85,2,43.092620849609375,1,1,1,33.5934179,130.41287814,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122329.0,180924,33.5934179,1,130.41287813333332,1,1,12,24.9,3,"[8, 16, 18, 26, 27, 28, 31, 69, 78, 79, 81, 82]",0.9,0.5,0.7,55.3,37.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111061927
35,1.1,1726182875100,,,,,,,0.031,-0.083,0.995,0.0,0.0,0.0,0.08874119,6.482,235.7,12.5,-2147483648,0,2,19.0,1,0,0,33.583973033333336,130.41277198333333,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81435.0,130924,33.583973033333336,1,130.41277198333333,1,1,12,12.5,3,"[10, 12, 23, 24, 25, 28, 29, 31, 32]",0.8,0.6,0.6,235.7,6.482,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
36,3.45,1726182877450,,,,,,,-0.074,-0.089,0.994,0.0,0.0,0.0,0.11590082,0.0,-2147483648.0,11.3,-2147483648,0,2,4.0,0,0,0,33.58397958333333,130.41277116666666,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81437.0,130924,33.58397958333333,1,130.41277116666666,1,1,12,11.3,3,"[10, 12, 23, 24, 25, 28, 29, 31, 32]",0.9,0.6,0.6,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
37,204372.28,1726387246280,,,,,,,-0.138,-0.091,0.983,0.0,0.0,0.0,0.1661746,0.0,-2147483648.0,25.8,-2147483648,0,2,0.0,0,0,0,33.5847808,130.43790046666666,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170046.0,150924,33.5847808,1,130.43790046666666,1,1,12,25.8,3,"[2, 3, 7, 8, 10, 17, 22, 27, 30]",0.9,0.6,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
38,204373.16,1726387247160,,,,,,,-0.136,-0.078,0.995,0.0,0.0,0.0,0.15685982,0.0,-2147483648.0,25.9,-2147483648,0,2,0.0,0,0,0,33.584780583333334,130.43790056666666,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170047.0,150924,33.584780583333334,1,130.43790056666666,1,1,12,25.9,3,"[2, 3, 7, 8, 10, 17, 22, 27, 30]",0.9,0.6,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
39,204374.36,1726387248360,,,,,,,-0.138,-0.084,0.978,0.0,0.0,0.0,0.163046,0.0,-2147483648.0,26.0,-2147483648,0,2,0.0,0,0,0,33.584780466666665,130.43790081666666,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170048.0,150924,33.584780466666665,1,130.43790081666666,1,1,12,26.0,3,"[2, 3, 7, 8, 10, 17, 22, 27, 30]",0.9,0.6,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
40,204375.14,1726387249140,,,,,,,-0.137,-0.079,0.981,0.0,0.0,0.0,0.15928276,0.0,-2147483648.0,26.1,-2147483648,0,2,0.0,0,0,0,33.58478038333333,130.43790106666663,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170049.0,150924,33.58478038333333,1,130.43790106666663,1,1,12,26.1,3,"[2, 3, 7, 8, 10, 17, 22, 27, 30]",0.9,0.6,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
41,204377.16,1726387251160,,,,,,,-0.125,-0.08,0.949,0.0,0.0,0.0,0.15692674,0.0,-2147483648.0,26.2,-2147483648,0,2,0.0,0,0,0,33.584780183333336,130.43790151666664,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170051.0,150924,33.584780183333336,1,130.43790151666664,1,1,12,26.2,3,"[2, 3, 7, 8, 10, 17, 22, 27, 30]",0.9,0.6,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
42,204377.34,1726387251340,,,,,,,-0.134,-0.095,1.024,0.0,0.0,0.0,0.16600302,0.0,-2147483648.0,26.2,-2147483648,0,2,0.0,0,0,0,33.584780183333336,130.43790151666664,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170051.0,150924,33.584780183333336,1,130.43790151666664,1,1,12,26.2,3,"[2, 3, 7, 8, 10, 17, 22, 27, 30]",0.9,0.6,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
43,204382.2,1726387256200,,,,,,,-0.138,-0.083,0.96,0.0,0.0,0.0,0.1659307,0.0,-2147483648.0,26.4,-2147483648,0,2,0.0,0,0,0,33.584779850000004,130.43790236666666,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170056.0,150924,33.584779850000004,1,130.43790236666666,1,1,12,26.4,3,"[2, 3, 7, 8, 14, 17, 22, 27, 30]",1.0,0.6,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
